date_index,AverageWeeklyHours,ChallengerJobCuts,UnemploymentRate,7YearNoteAuction,CoreCPIMoM,FedInterestRateDecision,BloombergConsumerConfidence,MichiganInflationExpectations,ChicagoPMI,MBA30YearMortgageRate,EIAWeeklyDistillatesStocks,DomesticTruckSales,TradeBalance
2011-05-17,34.3,36.49K,9.00%,2.63%,0.20%,0.25%,26.55,4.40%,67.6,4.85%,-1.99M,5.55M,-48.2B
2011-05-18,34.3,36.49K,9.00%,2.63%,0.20%,0.25%,26.55,4.40%,67.6,4.85%,-1.99M,5.55M,-48.2B
2011-05-19,34.3,36.49K,9.00%,2.63%,0.20%,0.25%,25.3,4.40%,67.6,4.85%,-1.99M,5.55M,-48.2B
2011-05-20,34.3,36.49K,9.00%,2.63%,0.20%,0.25%,25.3,4.40%,67.6,4.85%,-1.99M,5.55M,-48.2B
2011-05-23,34.3,36.49K,9.00%,2.63%,0.20%,0.25%,25.3,4.40%,67.6,4.85%,-1.99M,5.55M,-48.2B
2011-05-24,34.3,36.49K,9.00%,2.63%,0.20%,0.25%,25.3,4.40%,67.6,4.85%,-1.99M,5.55M,-48.2B
2011-05-25,34.3,36.49K,9.00%,2.63%,0.20%,0.25%,25.3,4.40%,67.6,4.85%,-1.99M,5.55M,-48.2B
2011-05-26,34.3,36.49K,9.00%,2.63%,0.20%,0.25%,25.8,4.40%,67.6,4.85%,-1.99M,5.55M,-48.2B
2011-05-27,34.3,36.49K,9.00%,2.63%,0.20%,0.25%,25.8,4.10%,67.6,4.85%,-1.99M,5.55M,-48.2B
2011-05-31,34.3,36.49K,9.00%,2.63%,0.20%,0.25%,25.8,4.10%,56.6,4.85%,-1.99M,5.55M,-48.2B
2011-06-01,34.3,37.14K,9.00%,2.38%,0.20%,0.25%,25.8,4.10%,56.6,4.63%,-1.07M,5.24M,-48.2B
2011-06-02,34.3,37.14K,9.00%,2.38%,0.20%,0.25%,26.45,4.10%,56.6,4.63%,-1.07M,5.24M,-48.2B
2011-06-03,34.4,37.14K,9.10%,2.38%,0.20%,0.25%,26.45,4.10%,56.6,4.63%,-1.07M,5.24M,-48.2B
2011-06-07,34.4,37.14K,9.10%,2.38%,0.20%,0.25%,26.45,4.10%,56.6,4.63%,-1.07M,5.24M,-48.2B
2011-06-08,34.4,37.14K,9.10%,2.38%,0.20%,0.25%,26.45,4.10%,56.6,4.63%,-1.07M,5.24M,-48.2B
2011-06-09,34.4,37.14K,9.10%,2.38%,0.20%,0.25%,27.05,4.10%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-10,34.4,37.14K,9.10%,2.38%,0.20%,0.25%,27.05,4.10%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-14,34.4,37.14K,9.10%,2.38%,0.20%,0.25%,27.05,4.10%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-15,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,27.05,4.10%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-16,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,28.0,4.10%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-17,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,28.0,4.00%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-21,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,28.0,4.00%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-22,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,28.0,4.00%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-23,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,27.55,4.00%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-24,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,27.55,4.00%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-27,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,27.55,4.00%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-28,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,27.55,4.00%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-29,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,27.55,4.00%,56.6,4.63%,-1.07M,5.24M,-43.7B
2011-06-30,34.4,37.14K,9.10%,2.38%,0.30%,0.25%,28.05,4.00%,61.1,4.63%,-1.07M,5.24M,-43.7B
2011-07-01,34.4,41.43K,9.10%,2.38%,0.30%,0.25%,28.05,3.80%,61.1,4.55%,0.38M,5.08M,-43.7B
2011-07-05,34.4,41.43K,9.10%,2.38%,0.30%,0.25%,28.05,3.80%,61.1,4.55%,0.38M,5.08M,-43.7B
2011-07-06,34.4,41.43K,9.10%,2.38%,0.30%,0.25%,28.05,3.80%,61.1,4.55%,0.38M,5.08M,-43.7B
2011-07-07,34.4,41.43K,9.10%,2.38%,0.30%,0.25%,27.25,3.80%,61.1,4.55%,0.38M,5.08M,-43.7B
2011-07-08,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,27.25,3.80%,61.1,4.55%,0.38M,5.08M,-43.7B
2011-07-12,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,27.25,3.80%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-13,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,27.25,3.80%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-14,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,28.05,3.80%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-15,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,28.05,3.40%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-18,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,28.05,3.40%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-19,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,28.05,3.40%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-20,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,28.05,3.40%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-21,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,28.35,3.40%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-22,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,28.35,3.40%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-25,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,28.35,3.40%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-26,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,28.35,3.40%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-27,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,28.35,3.40%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-28,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,26.6,3.40%,61.1,4.55%,0.38M,5.08M,-50.2B
2011-07-29,34.3,41.43K,9.20%,2.38%,0.30%,0.25%,26.6,3.40%,58.8,4.55%,0.38M,5.08M,-50.2B
2011-08-01,34.3,66.41K,9.20%,2.25%,0.30%,0.25%,26.6,3.40%,58.8,4.54%,2.42M,5.68M,-50.2B
2011-08-02,34.3,66.41K,9.20%,2.25%,0.30%,0.25%,26.6,3.40%,58.8,4.54%,2.42M,5.68M,-50.2B
2011-08-03,34.3,66.41K,9.20%,2.25%,0.30%,0.25%,26.6,3.40%,58.8,4.54%,2.42M,5.68M,-50.2B
2011-08-04,34.3,66.41K,9.20%,2.25%,0.30%,0.25%,26.2,3.40%,58.8,4.54%,2.42M,5.68M,-50.2B
2011-08-05,34.3,66.41K,9.10%,2.25%,0.30%,0.25%,26.2,3.40%,58.8,4.54%,2.42M,5.68M,-50.2B
2011-08-09,34.3,66.41K,9.10%,2.25%,0.30%,0.25%,26.2,3.40%,58.8,4.54%,2.42M,5.68M,-50.2B
2011-08-10,34.3,66.41K,9.10%,2.25%,0.30%,0.25%,26.2,3.40%,58.8,4.54%,2.42M,5.68M,-50.2B
2011-08-11,34.3,66.41K,9.10%,2.25%,0.30%,0.25%,25.45,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-12,34.3,66.41K,9.10%,2.25%,0.30%,0.25%,25.45,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-15,34.3,66.41K,9.10%,2.25%,0.30%,0.25%,25.45,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-16,34.3,66.41K,9.10%,2.25%,0.30%,0.25%,25.45,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-17,34.3,66.41K,9.10%,2.25%,0.30%,0.25%,25.45,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-18,34.3,66.41K,9.10%,2.25%,0.20%,0.25%,25.85,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-19,34.3,66.41K,9.10%,2.25%,0.20%,0.25%,25.85,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-22,34.3,66.41K,9.10%,2.25%,0.20%,0.25%,25.85,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-23,34.3,66.41K,9.10%,2.25%,0.20%,0.25%,25.85,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-24,34.3,66.41K,9.10%,2.25%,0.20%,0.25%,25.85,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-25,34.3,66.41K,9.10%,2.25%,0.20%,0.25%,26.5,3.40%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-26,34.3,66.41K,9.10%,2.25%,0.20%,0.25%,26.5,3.50%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-29,34.3,66.41K,9.10%,2.25%,0.20%,0.25%,26.5,3.50%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-30,34.3,66.41K,9.10%,2.25%,0.20%,0.25%,26.5,3.50%,58.8,4.54%,2.42M,5.68M,-53.1B
2011-08-31,34.3,66.41K,9.10%,2.25%,0.20%,0.25%,26.5,3.50%,56.5,4.54%,2.42M,5.68M,-53.1B
2011-09-01,34.3,51.11K,9.10%,1.50%,0.20%,0.25%,25.45,3.50%,56.5,4.33%,0.92M,5.60M,-53.1B
2011-09-02,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.45,3.50%,56.5,4.33%,0.92M,5.60M,-53.1B
2011-09-06,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.45,3.50%,56.5,4.33%,0.92M,5.60M,-53.1B
2011-09-07,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.45,3.50%,56.5,4.33%,0.92M,5.60M,-53.1B
2011-09-08,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.35,3.50%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-09,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.35,3.50%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-13,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.35,3.50%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-14,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.35,3.50%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-15,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.35,3.50%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-16,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.35,3.70%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-20,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.35,3.70%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-21,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,25.35,3.70%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-22,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,23.95,3.70%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-23,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,23.95,3.70%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-26,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,23.95,3.70%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-27,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,23.95,3.70%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-28,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,23.95,3.70%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-29,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,23.5,3.70%,56.5,4.33%,0.92M,5.60M,-44.8B
2011-09-30,34.2,51.11K,9.10%,1.50%,0.20%,0.25%,23.5,3.30%,60.4,4.33%,0.92M,5.60M,-44.8B
2011-10-01,34.2,115.73K,9.10%,1.38%,0.20%,0.25%,23.5,3.30%,60.4,4.22%,0.10M,6.02M,-44.8B
2011-10-03,34.2,115.73K,9.10%,1.38%,0.20%,0.25%,23.5,3.30%,60.4,4.22%,0.10M,6.02M,-44.8B
2011-10-04,34.2,115.73K,9.10%,1.38%,0.20%,0.25%,23.5,3.30%,60.4,4.22%,0.10M,6.02M,-44.8B
2011-10-05,34.2,115.73K,9.10%,1.38%,0.20%,0.25%,23.5,3.30%,60.4,4.22%,0.10M,6.02M,-44.8B
2011-10-06,34.2,115.73K,9.10%,1.38%,0.20%,0.25%,24.9,3.30%,60.4,4.22%,0.10M,6.02M,-44.8B
2011-10-07,34.3,115.73K,9.10%,1.38%,0.20%,0.25%,24.9,3.30%,60.4,4.22%,0.10M,6.02M,-44.8B
2011-10-11,34.3,115.73K,9.10%,1.38%,0.20%,0.25%,24.9,3.30%,60.4,4.22%,0.10M,6.02M,-44.8B
2011-10-12,34.3,115.73K,9.10%,1.38%,0.20%,0.25%,24.9,3.30%,60.4,4.22%,0.10M,6.02M,-44.8B
2011-10-13,34.3,115.73K,9.10%,1.38%,0.20%,0.25%,24.6,3.30%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-14,34.3,115.73K,9.10%,1.38%,0.20%,0.25%,24.6,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-17,34.3,115.73K,9.10%,1.38%,0.20%,0.25%,24.6,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-18,34.3,115.73K,9.10%,1.38%,0.20%,0.25%,24.6,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-19,34.3,115.73K,9.10%,1.38%,0.10%,0.25%,24.6,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-20,34.3,115.73K,9.10%,1.38%,0.10%,0.25%,25.8,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-21,34.3,115.73K,9.10%,1.38%,0.10%,0.25%,25.8,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-24,34.3,115.73K,9.10%,1.38%,0.10%,0.25%,25.8,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-25,34.3,115.73K,9.10%,1.38%,0.10%,0.25%,25.8,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-26,34.3,115.73K,9.10%,1.38%,0.10%,0.25%,25.8,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-27,34.3,115.73K,9.10%,1.38%,0.10%,0.25%,24.45,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-28,34.3,115.73K,9.10%,1.38%,0.10%,0.25%,24.45,3.20%,60.4,4.22%,0.10M,6.02M,-45.6B
2011-10-31,34.3,115.73K,9.10%,1.38%,0.10%,0.25%,24.45,3.20%,58.4,4.22%,0.10M,6.02M,-45.6B
2011-11-01,34.3,42.76K,9.10%,1.75%,0.10%,0.25%,24.45,3.20%,58.4,4.30%,-3.87M,6.00M,-45.6B
2011-11-02,34.3,42.76K,9.10%,1.75%,0.10%,0.25%,24.45,3.20%,58.4,4.30%,-3.87M,6.00M,-45.6B
2011-11-03,34.3,42.76K,9.10%,1.75%,0.10%,0.25%,23.4,3.20%,58.4,4.30%,-3.87M,6.00M,-45.6B
2011-11-04,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,23.4,3.20%,58.4,4.30%,-3.87M,6.00M,-45.6B
2011-11-07,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,23.4,3.20%,58.4,4.30%,-3.87M,6.00M,-45.6B
2011-11-08,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,23.4,3.20%,58.4,4.30%,-3.87M,6.00M,-45.6B
2011-11-09,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,23.4,3.20%,58.4,4.30%,-3.87M,6.00M,-45.6B
2011-11-10,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,24.2,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-11,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,24.2,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-15,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,24.2,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-16,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,24.2,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-17,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,25.0,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-18,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,25.0,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-21,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,25.0,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-22,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,25.0,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-23,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,24.95,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-25,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,24.95,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-28,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,24.95,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-29,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,24.95,3.20%,58.4,4.30%,-3.87M,6.00M,-43.1B
2011-11-30,34.3,42.76K,9.00%,1.75%,0.10%,0.25%,24.95,3.20%,62.6,4.30%,-3.87M,6.00M,-43.1B
2011-12-01,34.3,42.47K,9.00%,1.38%,0.10%,0.25%,24.9,3.20%,62.6,4.22%,-0.15M,6.00M,-43.1B
2011-12-02,34.3,42.47K,8.60%,1.38%,0.10%,0.25%,24.9,3.20%,62.6,4.22%,-0.15M,6.00M,-43.1B
2011-12-05,34.3,42.47K,8.60%,1.38%,0.10%,0.25%,24.9,3.20%,62.6,4.22%,-0.15M,6.00M,-43.1B
2011-12-07,34.3,42.47K,8.60%,1.38%,0.10%,0.25%,24.9,3.20%,62.6,4.22%,-0.15M,6.00M,-43.1B
2011-12-08,34.3,42.47K,8.60%,1.38%,0.10%,0.25%,24.85,3.20%,62.6,4.22%,-0.15M,6.00M,-43.1B
2011-12-09,34.3,42.47K,8.60%,1.38%,0.10%,0.25%,24.85,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-12,34.3,42.47K,8.60%,1.38%,0.10%,0.25%,24.85,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-13,34.3,42.47K,8.60%,1.38%,0.10%,0.25%,24.85,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-14,34.3,42.47K,8.60%,1.38%,0.10%,0.25%,24.85,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-15,34.3,42.47K,8.60%,1.38%,0.10%,0.25%,25.05,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-16,34.3,42.47K,8.60%,1.38%,0.20%,0.25%,25.05,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-19,34.3,42.47K,8.60%,1.38%,0.20%,0.25%,25.05,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-20,34.3,42.47K,8.60%,1.38%,0.20%,0.25%,25.05,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-21,34.3,42.47K,8.60%,1.38%,0.20%,0.25%,25.05,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-22,34.3,42.47K,8.60%,1.38%,0.20%,0.25%,27.5,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-23,34.3,42.47K,8.60%,1.38%,0.20%,0.25%,27.5,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-27,34.3,42.47K,8.60%,1.38%,0.20%,0.25%,27.5,3.10%,62.6,4.22%,-0.15M,6.00M,-43.5B
2011-12-29,34.3,42.47K,8.60%,1.38%,0.20%,0.25%,26.25,3.10%,62.5,4.22%,-0.15M,6.00M,-43.5B
2011-12-30,34.3,42.47K,8.60%,1.38%,0.20%,0.25%,26.25,3.10%,62.5,4.22%,-0.15M,6.00M,-43.5B
2012-01-01,34.3,41.79K,8.60%,1.38%,0.20%,0.25%,26.25,3.10%,62.5,4.10%,0.81M,6.17M,-43.5B
2012-01-02,34.3,41.79K,8.60%,1.38%,0.20%,0.25%,26.25,3.10%,62.5,4.10%,0.81M,6.17M,-43.5B
2012-01-03,34.3,41.79K,8.60%,1.38%,0.20%,0.25%,26.25,3.10%,62.5,4.10%,0.81M,6.17M,-43.5B
2012-01-04,34.3,41.79K,8.60%,1.38%,0.20%,0.25%,26.25,3.10%,62.5,4.10%,0.81M,6.17M,-43.5B
2012-01-05,34.3,41.79K,8.60%,1.38%,0.20%,0.25%,27.6,3.10%,62.5,4.10%,0.81M,6.17M,-43.5B
2012-01-06,34.4,41.79K,8.50%,1.38%,0.20%,0.25%,27.6,3.10%,62.5,4.10%,0.81M,6.17M,-43.5B
2012-01-09,34.4,41.79K,8.50%,1.38%,0.20%,0.25%,27.6,3.10%,62.5,4.10%,0.81M,6.17M,-43.5B
2012-01-10,34.4,41.79K,8.50%,1.38%,0.20%,0.25%,27.6,3.10%,62.5,4.10%,0.81M,6.17M,-43.5B
2012-01-11,34.4,41.79K,8.50%,1.38%,0.20%,0.25%,27.6,3.10%,62.5,4.10%,0.81M,6.17M,-43.5B
2012-01-12,34.4,41.79K,8.50%,1.38%,0.20%,0.25%,27.65,3.10%,62.5,4.10%,0.81M,6.17M,-43.5B
2012-01-13,34.4,41.79K,8.50%,1.38%,0.20%,0.25%,27.65,3.20%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-17,34.4,41.79K,8.50%,1.38%,0.20%,0.25%,27.65,3.20%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-18,34.4,41.79K,8.50%,1.38%,0.20%,0.25%,27.65,3.20%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-19,34.4,41.79K,8.50%,1.38%,0.10%,0.25%,26.3,3.20%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-20,34.4,41.79K,8.50%,1.38%,0.10%,0.25%,26.3,3.20%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-23,34.4,41.79K,8.50%,1.38%,0.10%,0.25%,26.3,3.20%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-24,34.4,41.79K,8.50%,1.38%,0.10%,0.25%,26.3,3.20%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-25,34.4,41.79K,8.50%,1.38%,0.10%,0.25%,26.3,3.20%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-26,34.4,41.79K,8.50%,1.38%,0.10%,0.25%,26.8,3.20%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-27,34.4,41.79K,8.50%,1.38%,0.10%,0.25%,26.8,3.30%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-30,34.4,41.79K,8.50%,1.38%,0.10%,0.25%,26.8,3.30%,62.5,4.10%,0.81M,6.17M,-47.8B
2012-01-31,34.4,41.79K,8.50%,1.38%,0.10%,0.25%,26.8,3.30%,60.2,4.10%,0.81M,6.17M,-47.8B
2012-02-01,34.4,53.49K,8.50%,1.25%,0.10%,0.25%,26.8,3.30%,60.2,4.09%,0.52M,5.92M,-47.8B
2012-02-02,34.4,53.49K,8.50%,1.25%,0.10%,0.25%,27.6,3.30%,60.2,4.09%,0.52M,5.92M,-47.8B
2012-02-03,34.5,53.49K,8.30%,1.25%,0.10%,0.25%,27.6,3.30%,60.2,4.09%,0.52M,5.92M,-47.8B
2012-02-06,34.5,53.49K,8.30%,1.25%,0.10%,0.25%,27.6,3.30%,60.2,4.09%,0.52M,5.92M,-47.8B
2012-02-07,34.5,53.49K,8.30%,1.25%,0.10%,0.25%,27.6,3.30%,60.2,4.09%,0.52M,5.92M,-47.8B
2012-02-08,34.5,53.49K,8.30%,1.25%,0.10%,0.25%,27.6,3.30%,60.2,4.09%,0.52M,5.92M,-47.8B
2012-02-09,34.5,53.49K,8.30%,1.25%,0.10%,0.25%,29.15,3.30%,60.2,4.09%,0.52M,5.92M,-47.8B
2012-02-10,34.5,53.49K,8.30%,1.25%,0.10%,0.25%,29.15,3.20%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-13,34.5,53.49K,8.30%,1.25%,0.10%,0.25%,29.15,3.20%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-14,34.5,53.49K,8.30%,1.25%,0.10%,0.25%,29.15,3.20%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-15,34.5,53.49K,8.30%,1.25%,0.10%,0.25%,29.15,3.20%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-16,34.5,53.49K,8.30%,1.25%,0.10%,0.25%,30.1,3.20%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-17,34.5,53.49K,8.30%,1.25%,0.20%,0.25%,30.1,3.20%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-21,34.5,53.49K,8.30%,1.25%,0.20%,0.25%,30.1,3.20%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-22,34.5,53.49K,8.30%,1.25%,0.20%,0.25%,30.1,3.20%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-23,34.5,53.49K,8.30%,1.25%,0.20%,0.25%,30.8,3.20%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-24,34.5,53.49K,8.30%,1.25%,0.20%,0.25%,30.8,3.30%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-27,34.5,53.49K,8.30%,1.25%,0.20%,0.25%,30.8,3.30%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-28,34.5,53.49K,8.30%,1.25%,0.20%,0.25%,30.8,3.30%,60.2,4.09%,0.52M,5.92M,-48.8B
2012-02-29,34.5,53.49K,8.30%,1.25%,0.20%,0.25%,30.8,3.30%,64.0,4.09%,0.52M,5.92M,-48.8B
2012-03-01,34.5,51.73K,8.30%,1.38%,0.20%,0.25%,30.6,3.30%,64.0,4.07%,-1.33M,5.88M,-48.8B
2012-03-02,34.5,51.73K,8.30%,1.38%,0.20%,0.25%,30.6,3.30%,64.0,4.07%,-1.33M,5.88M,-48.8B
2012-03-05,34.5,51.73K,8.30%,1.38%,0.20%,0.25%,30.6,3.30%,64.0,4.07%,-1.33M,5.88M,-48.8B
2012-03-06,34.5,51.73K,8.30%,1.38%,0.20%,0.25%,30.6,3.30%,64.0,4.07%,-1.33M,5.88M,-48.8B
2012-03-07,34.5,51.73K,8.30%,1.38%,0.20%,0.25%,30.6,3.30%,64.0,4.07%,-1.33M,5.88M,-48.8B
